0,Off,LLN0.Zero.mag.f
2AF7,Synchrocheck 10 V1 Ang,SynChkRSYN10.V1Src.cVal.ang.f
2AF8,Synchrocheck 10 V2 Mag,SynChkRSYN10.V2Src.cVal.mag.f
2AFA,Synchrocheck 10 V2 Ang,SynChkRSYN10.V2Src.cVal.ang.f
2AFB,Synchrocheck 10 V2_ Mag,SynChkRSYN10.ProjectedV2.cVal.mag.f
2AFD,Synchrocheck 10 V2_ Ang,SynChkRSYN10.ProjectedV2.cVal.ang.f
2AFE,Synchrocheck 10 Delta_ Phase,SynChkRSYN10.ProjectedDif.mag.f
2AFF,Synchrocheck 10 _Synchscope,SynChkRSYN10.ProjDifDis.mag.f

24A1,Differential Current IA Angle,LinDfPDIF1.DifAClc.phsA.cVal.ang.f
24A2,Differential Current IB Angle,LinDfPDIF1.DifAClc.phsB.cVal.ang.f
24A3,Differential Current IC Angle,LinDfPDIF1.DifAClc.phsC.cVal.ang.f
24B8,Differential Current IG Angle,LinDfPDIF1.DifAClc.neut.cVal.ang.f
2498,Local IA Angle,LinDf0MMXU1.A.phsA.cVal.ang.f
2499,Local IB Angle,LinDf0MMXU1.A.phsB.cVal.ang.f
249A,Local IC Angle,LinDf0MMXU1.A.phsC.cVal.ang.f
249B,Remote1 IA Angle,LinDf1MMXU1.A.phsA.cVal.ang.f
249C,Remote1 IB Angle,LinDf1MMXU1.A.phsB.cVal.ang.f
249D,Remote1 IC Angle,LinDf1MMXU1.A.phsC.cVal.ang.f
249E,Remote2 IA Angle,LinDf2MMXU1.A.phsA.cVal.ang.f
249F,Remote2 IB Angle,LinDf2MMXU1.A.phsB.cVal.ang.f
24A0,Remote2 IC Angle,LinDf2MMXU1.A.phsC.cVal.ang.f

6390,Bank Overvoltage 1 Vop A,CPhOvPTOV1.OpV.phsA.cVal.mag.f
6391,Bank Overvoltage 1 Vop B,CPhOvPTOV1.OpV.phsB.cVal.mag.f
6392,Bank Overvoltage 1 Vop C,CPhOvPTOV1.OpV.phsC.cVal.mag.f
6393,Bank Overvoltage 2 Vop A,CPhOvPTOV2.OpV.phsA.cVal.mag.f
6394,Bank Overvoltage 2 Vop B,CPhOvPTOV2.OpV.phsB.cVal.mag.f
6395,Bank Overvoltage 2 Vop C,CPhOvPTOV2.OpV.phsC.cVal.mag.f
6396,Bank Overvoltage 3 Vop A,CPhOvPTOV3.OpV.phsA.cVal.mag.f
6397,Bank Overvoltage 3 Vop B,CPhOvPTOV3.OpV.phsB.cVal.mag.f
6398,Bank Overvoltage 3 Vop C,CPhOvPTOV3.OpV.phsC.cVal.mag.f

36F6,Neutral Voltage Unbalance 1 Mag,NuVUnPTOV1.NeutVx.cVal.mag.f
36F0,Neutral Voltage Unbalance 1 Ang,NuVUnPTOV1.NeutVx.cVal.ang.f
36F4,Neutral Voltage Unbalance 1 Bus V0 Mag,NuVUnPTOV1.BusV0.cVal.mag.f
36F2,Neutral Voltage Unbalance 1 Bus V0 Ang,NuVUnPTOV1.BusV0.cVal.ang.f
36F8,Neutral Voltage Unbalance 1 Operating Voltage,NuVUnPTOV1.VOp.mag.f
36FA,Neutral Voltage Unbalance 1 Restraining Voltage,NuVUnPTOV1.VRst.mag.f
3702,Neutral Voltage Unbalance 2 Mag,NuVUnPTOV2.NeutVx.cVal.mag.f
36FC,Neutral Voltage Unbalance 2 Ang,NuVUnPTOV2.NeutVx.cVal.ang.f
3700,Neutral Voltage Unbalance 2 Bus V0 Mag,NuVUnPTOV2.BusV0.cVal.mag.f
36FE,Neutral Voltage Unbalance 2 Bus V0 Ang,NuVUnPTOV2.BusV0.cVal.ang.f
3704,Neutral Voltage Unbalance 2 Operating Voltage,NuVUnPTOV2.VOp.mag.f
3706,Neutral Voltage Unbalance 2 Restraining Voltage,NuVUnPTOV2.VRst.mag.f
370E,Neutral Voltage Unbalance 3 Mag,NuVUnPTOV3.NeutVx.cVal.mag.f
3708,Neutral Voltage Unbalance 3 Ang,NuVUnPTOV3.NeutVx.cVal.ang.f
370C,Neutral Voltage Unbalance 3 Bus V0 Mag,NuVUnPTOV3.BusV0.cVal.mag.f
370A,Neutral Voltage Unbalance 3 Bus V0 Ang,NuVUnPTOV3.BusV0.cVal.ang.f
3710,Neutral Voltage Unbalance 3 Operating Voltage,NuVUnPTOV3.VOp.mag.f
3712,Neutral Voltage Unbalance 3 Restraining Voltage,NuVUnPTOV3.VRst.mag.f

3810,DCMA Input 1 Value,TDCInGGIO1.AnIn01.mag.f
3812,DCMA Input 2 Value,TDCInGGIO1.AnIn02.mag.f
3814,DCMA Input 3 Value,TDCInGGIO1.AnIn03.mag.f
3816,DCMA Input 4 Value,TDCInGGIO1.AnIn04.mag.f
3818,DCMA Input 5 Value,TDCInGGIO1.AnIn05.mag.f
381A,DCMA Input 6 Value,TDCInGGIO1.AnIn06.mag.f
381C,DCMA Input 7 Value,TDCInGGIO1.AnIn07.mag.f
381E,DCMA Input 8 Value,TDCInGGIO1.AnIn08.mag.f
3820,DCMA Input 9 Value,TDCInGGIO1.AnIn09.mag.f
3822,DCMA Input 10 Value,TDCInGGIO1.AnIn10.mag.f
3824,DCMA Input 11 Value,TDCInGGIO1.AnIn11.mag.f
3826,DCMA Input 12 Value,TDCInGGIO1.AnIn12.mag.f
3828,DCMA Input 13 Value,TDCInGGIO1.AnIn13.mag.f
382A,DCMA Input 14 Value,TDCInGGIO1.AnIn14.mag.f
382C,DCMA Input 15 Value,TDCInGGIO1.AnIn15.mag.f
382E,DCMA Input 16 Value,TDCInGGIO1.AnIn16.mag.f
3830,DCMA Input 17 Value,TDCInGGIO1.AnIn17.mag.f
3832,DCMA Input 18 Value,TDCInGGIO1.AnIn18.mag.f
3834,DCMA Input 19 Value,TDCInGGIO1.AnIn19.mag.f
3836,DCMA Input 20 Value,TDCInGGIO1.AnIn20.mag.f
3838,DCMA Input 21 Value,TDCInGGIO1.AnIn21.mag.f
383A,DCMA Input 22 Value,TDCInGGIO1.AnIn22.mag.f
383C,DCMA Input 23 Value,TDCInGGIO1.AnIn23.mag.f
383E,DCMA Input 24 Value,TDCInGGIO1.AnIn24.mag.f

3840,DCMA Input 25 Value,TDCInGGIO1.AnIn25.mag.f
3842,DCMA Input 26 Value,TDCInGGIO1.AnIn26.mag.f
3844,DCMA Input 27 Value,TDCInGGIO1.AnIn27.mag.f
3846,DCMA Input 28 Value,TDCInGGIO1.AnIn28.mag.f
3848,DCMA Input 29 Value,TDCInGGIO1.AnIn29.mag.f
384A,DCMA Input 30 Value,TDCInGGIO1.AnIn30.mag.f
384C,DCMA Input 31 Value,TDCInGGIO1.AnIn31.mag.f
384E,DCMA Input 32 Value,TDCInGGIO1.AnIn32.mag.f
3850,DCMA Input 33 Value,TDCInGGIO1.AnIn33.mag.f
3852,DCMA Input 34 Value,TDCInGGIO1.AnIn34.mag.f
3854,DCMA Input 35 Value,TDCInGGIO1.AnIn35.mag.f
3856,DCMA Input 36 Value,TDCInGGIO1.AnIn36.mag.f
3858,DCMA Input 37 Value,TDCInGGIO1.AnIn37.mag.f
385A,DCMA Input 38 Value,TDCInGGIO1.AnIn38.mag.f
385C,DCMA Input 39 Value,TDCInGGIO1.AnIn39.mag.f
385E,DCMA Input 40 Value,TDCInGGIO1.AnIn40.mag.f
3860,DCMA Input 41 Value,TDCInGGIO1.AnIn41.mag.f
3862,DCMA Input 42 Value,TDCInGGIO1.AnIn42.mag.f
3864,DCMA Input 43 Value,TDCInGGIO1.AnIn43.mag.f
3866,DCMA Input 44 Value,TDCInGGIO1.AnIn44.mag.f
3868,DCMA Input 45 Value,TDCInGGIO1.AnIn45.mag.f
386A,DCMA Input 46 Value,TDCInGGIO1.AnIn46.mag.f
386C,DCMA Input 47 Value,TDCInGGIO1.AnIn47.mag.f
386E,DCMA Input 48 Value,TDCInGGIO1.AnIn48.mag.f


34F1,RTD Input 1,PRTDsSTMP1.Tmp.mag.f
34F3,RTD Input 2,PRTDsSTMP2.Tmp.mag.f
34F5,RTD Input 3,PRTDsSTMP3.Tmp.mag.f
34F7,RTD Input 4,PRTDsSTMP4.Tmp.mag.f
34F9,RTD Input 5,PRTDsSTMP5.Tmp.mag.f
34FB,RTD Input 6,PRTDsSTMP6.Tmp.mag.f
34FD,RTD Input 7,PRTDsSTMP7.Tmp.mag.f
34FF,RTD Input 8,PRTDsSTMP8.Tmp.mag.f
3501,RTD Input 9,PRTDsSTMP9.Tmp.mag.f
3503,RTD Input 10,PRTDsSTMP10.Tmp.mag.f
3505,RTD Input 11,PRTDsSTMP11.Tmp.mag.f
3507,RTD Input 12,PRTDsSTMP12.Tmp.mag.f
3509,RTD Input 13,PRTDsSTMP13.Tmp.mag.f
350B,RTD Input 14,PRTDsSTMP14.Tmp.mag.f
350D,RTD Input 15,PRTDsSTMP15.Tmp.mag.f
350F,RTD Input 16,PRTDsSTMP16.Tmp.mag.f
3511,RTD Input 17,PRTDsSTMP17.Tmp.mag.f
3513,RTD Input 18,PRTDsSTMP18.Tmp.mag.f
3515,RTD Input 19,PRTDsSTMP19.Tmp.mag.f
3517,RTD Input 20,PRTDsSTMP20.Tmp.mag.f
3519,RTD Input 21,PRTDsSTMP21.Tmp.mag.f
351B,RTD Input 22,PRTDsSTMP22.Tmp.mag.f
351D,RTD Input 23,PRTDsSTMP23.Tmp.mag.f
351F,RTD Input 24,PRTDsSTMP24.Tmp.mag.f
3521,RTD Input 25,PRTDsSTMP25.Tmp.mag.f
3523,RTD Input 26,PRTDsSTMP26.Tmp.mag.f
3525,RTD Input 27,PRTDsSTMP27.Tmp.mag.f
3527,RTD Input 28,PRTDsSTMP28.Tmp.mag.f
3529,RTD Input 29,PRTDsSTMP29.Tmp.mag.f
352B,RTD Input 30,PRTDsSTMP30.Tmp.mag.f
352D,RTD Input 31,PRTDsSTMP31.Tmp.mag.f
352F,RTD Input 32,PRTDsSTMP32.Tmp.mag.f
3531,RTD Input 33,PRTDsSTMP33.Tmp.mag.f
3533,RTD Input 34,PRTDsSTMP34.Tmp.mag.f
3535,RTD Input 35,PRTDsSTMP35.Tmp.mag.f
3537,RTD Input 36,PRTDsSTMP36.Tmp.mag.f
3539,RTD Input 37,PRTDsSTMP37.Tmp.mag.f
353B,RTD Input 38,PRTDsSTMP38.Tmp.mag.f
353D,RTD Input 39,PRTDsSTMP39.Tmp.mag.f
353F,RTD Input 40,PRTDsSTMP40.Tmp.mag.f
3541,RTD Input 41,PRTDsSTMP41.Tmp.mag.f
3543,RTD Input 42,PRTDsSTMP42.Tmp.mag.f
3545,RTD Input 43,PRTDsSTMP43.Tmp.mag.f
3547,RTD Input 44,PRTDsSTMP44.Tmp.mag.f
3549,RTD Input 45,PRTDsSTMP45.Tmp.mag.f
354B,RTD Input 46,PRTDsSTMP46.Tmp.mag.f
354D,RTD Input 47,PRTDsSTMP47.Tmp.mag.f
354F,RTD Input 48,PRTDsSTMP48.Tmp.mag.f

34F0,RTD Input 1 Value,TRTDsGGIO1.AnIn01.mag.f
34F2,RTD Input 2 Value,TRTDsGGIO1.AnIn02.mag.f
34F4,RTD Input 3 Value,TRTDsGGIO1.AnIn03.mag.f
34F6,RTD Input 4 Value,TRTDsGGIO1.AnIn04.mag.f
34F8,RTD Input 5 Value,TRTDsGGIO1.AnIn05.mag.f
34FA,RTD Input 6 Value,TRTDsGGIO1.AnIn06.mag.f
34FC,RTD Input 7 Value,TRTDsGGIO1.AnIn07.mag.f
34FE,RTD Input 8 Value,TRTDsGGIO1.AnIn08.mag.f
3500,RTD Input 9 Value,TRTDsGGIO1.AnIn09.mag.f
3502,RTD Input 10 Value,TRTDsGGIO1.AnIn10.mag.f
3504,RTD Input 11 Value,TRTDsGGIO1.AnIn11.mag.f
3506,RTD Input 12 Value,TRTDsGGIO1.AnIn12.mag.f
3508,RTD Input 13 Value,TRTDsGGIO1.AnIn13.mag.f
350A,RTD Input 14 Value,TRTDsGGIO1.AnIn14.mag.f
350C,RTD Input 15 Value,TRTDsGGIO1.AnIn15.mag.f
350E,RTD Input 16 Value,TRTDsGGIO1.AnIn16.mag.f
3510,RTD Input 17 Value,TRTDsGGIO1.AnIn17.mag.f
3512,RTD Input 18 Value,TRTDsGGIO1.AnIn18.mag.f
3514,RTD Input 19 Value,TRTDsGGIO1.AnIn19.mag.f
3516,RTD Input 20 Value,TRTDsGGIO1.AnIn20.mag.f
3518,RTD Input 21 Value,TRTDsGGIO1.AnIn21.mag.f
351A,RTD Input 22 Value,TRTDsGGIO1.AnIn22.mag.f
351C,RTD Input 23 Value,TRTDsGGIO1.AnIn23.mag.f
351E,RTD Input 24 Value,TRTDsGGIO1.AnIn24.mag.f
3520,RTD Input 25 Value,TRTDsGGIO1.AnIn25.mag.f
3522,RTD Input 26 Value,TRTDsGGIO1.AnIn26.mag.f
3524,RTD Input 27 Value,TRTDsGGIO1.AnIn27.mag.f
3526,RTD Input 28 Value,TRTDsGGIO1.AnIn28.mag.f
3528,RTD Input 29 Value,TRTDsGGIO1.AnIn29.mag.f
352A,RTD Input 30 Value,TRTDsGGIO1.AnIn30.mag.f
352C,RTD Input 31 Value,TRTDsGGIO1.AnIn31.mag.f
352E,RTD Input 32 Value,TRTDsGGIO1.AnIn32.mag.f
3530,RTD Input 33 Value,TRTDsGGIO1.AnIn33.mag.f
3532,RTD Input 34 Value,TRTDsGGIO1.AnIn34.mag.f
3534,RTD Input 35 Value,TRTDsGGIO1.AnIn35.mag.f
3536,RTD Input 36 Value,TRTDsGGIO1.AnIn36.mag.f
3538,RTD Input 37 Value,TRTDsGGIO1.AnIn37.mag.f
353A,RTD Input 38 Value,TRTDsGGIO1.AnIn38.mag.f
353C,RTD Input 39 Value,TRTDsGGIO1.AnIn39.mag.f
353E,RTD Input 40 Value,TRTDsGGIO1.AnIn40.mag.f
3540,RTD Input 41 Value,TRTDsGGIO1.AnIn41.mag.f
3542,RTD Input 42 Value,TRTDsGGIO1.AnIn42.mag.f
3544,RTD Input 43 Value,TRTDsGGIO1.AnIn43.mag.f
3546,RTD Input 44 Value,TRTDsGGIO1.AnIn44.mag.f
3548,RTD Input 45 Value,TRTDsGGIO1.AnIn45.mag.f
354A,RTD Input 46 Value,TRTDsGGIO1.AnIn46.mag.f
354C,RTD Input 47 Value,TRTDsGGIO1.AnIn47.mag.f
354E,RTD Input 48 Value,TRTDsGGIO1.AnIn48.mag.f

36C4,Neutral Cur Unbalance INsp Actual,NeAUnPTOC1.RawAnsp.mag.f
36C6,Neutral Cur Unbalance Iop Actual,NeAUnPTOC1.CompAop.mag.f
36C8,Neutral Cur Unbalance INsp Actual,NeAUnPTOC2.RawAnsp.mag.f
36CA,Neutral Cur Unbalance Iop Actual,NeAUnPTOC2.CompAop.mag.f
36CC,Neutral Cur Unbalance INsp Actual,NeAUnPTOC3.RawAnsp.mag.f
36CE,Neutral Cur Unbalance Iop Actual,NeAUnPTOC3.CompAop.mag.f

3642,Voltage Differential 1 Phase A Diff Voltage Actual,VDifPDIF1.DifVPh.phsA.cVal.mag.f
3646,Voltage Differential 1 Phase B Diff Voltage Actual,VDifPDIF1.DifVPh.phsB.cVal.mag.f
364A,Voltage Differential 1 Phase C Diff Voltage Actual,VDifPDIF1.DifVPh.phsC.cVal.mag.f
3640,Voltage Differential 1 Phase A Bus Voltage Actual,VDifPDIF1.BusVPh.phsA.cVal.mag.f
3644,Voltage Differential 1 Phase B Bus Voltage Actual,VDifPDIF1.BusVPh.phsB.cVal.mag.f
3648,Voltage Differential 1 Phase C Bus Voltage Actual,VDifPDIF1.BusVPh.phsC.cVal.mag.f
364E,Voltage Differential 2 Phase A Diff Voltage Actual,VDifPDIF2.DifVPh.phsA.cVal.mag.f
3652,Voltage Differential 2 Phase B Diff Voltage Actual,VDifPDIF2.DifVPh.phsB.cVal.mag.f
3656,Voltage Differential 2 Phase C Diff Voltage Actual,VDifPDIF2.DifVPh.phsC.cVal.mag.f
364C,Voltage Differential 2 Phase A Bus Voltage Actual,VDifPDIF2.BusVPh.phsA.cVal.mag.f
3650,Voltage Differential 2 Phase B Bus Voltage Actual,VDifPDIF2.BusVPh.phsB.cVal.mag.f
3654,Voltage Differential 2 Phase C Bus Voltage Actual,VDifPDIF2.BusVPh.phsC.cVal.mag.f
365A,Voltage Differential 3 Phase A Diff Voltage Actual,VDifPDIF3.DifVPh.phsA.cVal.mag.f
365E,Voltage Differential 3 Phase B Diff Voltage Actual,VDifPDIF3.DifVPh.phsB.cVal.mag.f
3662,Voltage Differential 3 Phase C Diff Voltage Actual,VDifPDIF3.DifVPh.phsC.cVal.mag.f
3658,Voltage Differential 3 Phase A Bus Voltage Actual,VDifPDIF3.BusVPh.phsA.cVal.mag.f
365C,Voltage Differential 3 Phase B Bus Voltage Actual,VDifPDIF3.BusVPh.phsB.cVal.mag.f
3660,Voltage Differential 3 Phase C Bus Voltage Actual,VDifPDIF3.BusVPh.phsC.cVal.mag.f

36D0,Harmonic Detection 1 A-Phase quantity,HDetMHAI1.HDetAa.mag.f
36D1,Harmonic Detection 1 B-Phase quantity,HDetMHAI1.HDetAb.mag.f
36D2,Harmonic Detection 1 C-Phase quantity,HDetMHAI1.HDetAc.mag.f
36D4,Harmonic Detection 1 Ground quantity,HDetMHAI1.HDetAGnd.mag.f
36D3,Harmonic Detection 1 Average of phases quantity,HDetMHAI1.HDetAAv.mag.f
36D5,Harmonic Detection 2 A-Phase quantity,HDetMHAI2.HDetAa.mag.f
36D6,Harmonic Detection 2 B-Phase quantity,HDetMHAI2.HDetAb.mag.f
36D7,Harmonic Detection 2 C-Phase quantity,HDetMHAI2.HDetAc.mag.f
36D9,Harmonic Detection 2 Ground quantity,HDetMHAI2.HDetAGnd.mag.f
36D8,Harmonic Detection 2 Average of phases quantity,HDetMHAI2.HDetAAv.mag.f
36DA,Harmonic Detection 3 A-Phase quantity,HDetMHAI3.HDetAa.mag.f
36DB,Harmonic Detection 3 B-Phase quantity,HDetMHAI3.HDetAb.mag.f
36DC,Harmonic Detection 3 C-Phase quantity,HDetMHAI3.HDetAc.mag.f
36DE,Harmonic Detection 3 Ground quantity,HDetMHAI3.HDetAGnd.mag.f
36DD,Harmonic Detection 3 Average of phases quantity,HDetMHAI3.HDetAAv.mag.f
36DF,Harmonic Detection 4 A-Phase quantity,HDetMHAI4.HDetAa.mag.f
36E0,Harmonic Detection 4 B-Phase quantity,HDetMHAI4.HDetAb.mag.f
36E1,Harmonic Detection 4 C-Phase quantity,HDetMHAI4.HDetAc.mag.f
36E3,Harmonic Detection 4 Ground quantity,HDetMHAI4.HDetAGnd.mag.f
36E2,Harmonic Detection 4 Average of phases quantity,HDetMHAI4.HDetAAv.mag.f
36E4,Harmonic Detection 5 A-Phase quantity,HDetMHAI5.HDetAa.mag.f
36E5,Harmonic Detection 5 B-Phase quantity,HDetMHAI5.HDetAb.mag.f
36E6,Harmonic Detection 5 C-Phase quantity,HDetMHAI5.HDetAc.mag.f
36E8,Harmonic Detection 5 Ground quantity,HDetMHAI5.HDetAGnd.mag.f
36E7,Harmonic Detection 5 Average of phases quantity,HDetMHAI5.HDetAAv.mag.f
36E9,Harmonic Detection 6 A-Phase quantity,HDetMHAI6.HDetAa.mag.f
36EA,Harmonic Detection 6 B-Phase quantity,HDetMHAI6.HDetAb.mag.f
36EB,Harmonic Detection 6 C-Phase quantity,HDetMHAI6.HDetAc.mag.f
36ED,Harmonic Detection 6 Ground quantity,HDetMHAI6.HDetAGnd.mag.f
36EC,Harmonic Detection 6 Average of phases quantity,HDetMHAI6.HDetAAv.mag.f


3489,Through Fault Mon 1 I2t PhaseA,ThrFltGAPC1.I2tPhsA.mag.f
348B,Through Fault Mon 1 I2t PhaseB,ThrFltGAPC1.I2tPhsB.mag.f
348D,Through Fault Mon 1 I2t PhaseC,ThrFltGAPC1.I2tPhsC.mag.f
348F,Through Fault Mon 2 I2t PhaseA,ThrFltGAPC2.I2tPhsA.mag.f
3491,Through Fault Mon 2 I2t PhaseB,ThrFltGAPC2.I2tPhsB.mag.f
3493,Through Fault Mon 2 I2t PhaseC,ThrFltGAPC2.I2tPhsC.mag.f
3495,Through Fault Mon 3 I2t PhaseA,ThrFltGAPC3.I2tPhsA.mag.f
3497,Through Fault Mon 3 I2t PhaseB,ThrFltGAPC3.I2tPhsB.mag.f
3499,Through Fault Mon 3 I2t PhaseC,ThrFltGAPC3.I2tPhsC.mag.f
349B,Through Fault Mon 4 I2t PhaseA,ThrFltGAPC4.I2tPhsA.mag.f
349D,Through Fault Mon 4 I2t PhaseB,ThrFltGAPC4.I2tPhsB.mag.f
349F,Through Fault Mon 4 I2t PhaseC,ThrFltGAPC4.I2tPhsC.mag.f
34A1,Through Fault Mon 5 I2t PhaseA,ThrFltGAPC5.I2tPhsA.mag.f
34A3,Through Fault Mon 5 I2t PhaseB,ThrFltGAPC5.I2tPhsB.mag.f
34A5,Through Fault Mon 5 I2t PhaseC,ThrFltGAPC5.I2tPhsC.mag.f
34A7,Through Fault Mon 6 I2t PhaseA,ThrFltGAPC6.I2tPhsA.mag.f
34A9,Through Fault Mon 6 I2t PhaseB,ThrFltGAPC6.I2tPhsB.mag.f
34AB,Through Fault Mon 6 I2t PhaseC,ThrFltGAPC6.I2tPhsC.mag.f

// XFMR Intturn - Transformer 1
D118,Xfmr1 ITN1 Raw Iad M,TrItfPTOC1.DifARaw.phsA.cVal.mag.f
D11A,Xfmr1 ITN1 Raw Iad A,TrItfPTOC1.DifARaw.phsA.cVal.ang.f
D11C,Xfmr1 ITN1 Raw Ibd M,TrItfPTOC1.DifARaw.phsB.cVal.mag.f
D11E,Xfmr1 ITN1 Raw Ibd A,TrItfPTOC1.DifARaw.phsB.cVal.ang.f
D120,Xfmr1 ITN1 Raw Icd M,TrItfPTOC1.DifARaw.phsC.cVal.mag.f
D122,Xfmr1 ITN1 Raw Icd A,TrItfPTOC1.DifARaw.phsC.cVal.ang.f
D100,Xfmr1 ITN1 Cmp Iad M,TrItfPTOC1.DifAComp.phsA.cVal.mag.f
D102,Xfmr1 ITN1 Cmp Iad A,TrItfPTOC1.DifAComp.phsA.cVal.ang.f
D104,Xfmr1 ITN1 Cmp Ibd M,TrItfPTOC1.DifAComp.phsB.cVal.mag.f
D106,Xfmr1 ITN1 Cmp Ibd A,TrItfPTOC1.DifAComp.phsB.cVal.ang.f
D108,Xfmr1 ITN1 Cmp Icd M,TrItfPTOC1.DifAComp.phsC.cVal.mag.f
D10A,Xfmr1 ITN1 Cmp Icd A,TrItfPTOC1.DifAComp.phsC.cVal.ang.f
D10C,Xfmr1 ITN1 Coeff Ka M,TrItfPTOC1.KFact.phsA.cVal.mag.f
D10E,Xfmr1 ITN1 Coeff Ka A,TrItfPTOC1.KFact.phsA.cVal.ang.f
D110,Xfmr1 ITN1 Coeff Kb M,TrItfPTOC1.KFact.phsB.cVal.mag.f
D112,Xfmr1 ITN1 Coeff Kb A,TrItfPTOC1.KFact.phsB.cVal.ang.f
D114,Xfmr1 ITN1 Coeff Kc M,TrItfPTOC1.KFact.phsC.cVal.mag.f
D116,Xfmr1 ITN1 Coeff Kc A,TrItfPTOC1.KFact.phsC.cVal.ang.f

D13B,Xfmr1 ITN2 Raw Iad M,TrItfPTOC2.DifARaw.phsA.cVal.mag.f
D13D,Xfmr1 ITN2 Raw Iad A,TrItfPTOC2.DifARaw.phsA.cVal.ang.f
D13F,Xfmr1 ITN2 Raw Ibd M,TrItfPTOC2.DifARaw.phsB.cVal.mag.f
D141,Xfmr1 ITN2 Raw Ibd A,TrItfPTOC2.DifARaw.phsB.cVal.ang.f
D143,Xfmr1 ITN2 Raw Icd M,TrItfPTOC2.DifARaw.phsC.cVal.mag.f
D145,Xfmr1 ITN2 Raw Icd A,TrItfPTOC2.DifARaw.phsC.cVal.ang.f
D123,Xfmr1 ITN2 Cmp Iad M,TrItfPTOC2.DifAComp.phsA.cVal.mag.f
D125,Xfmr1 ITN2 Cmp Iad A,TrItfPTOC2.DifAComp.phsA.cVal.ang.f
D127,Xfmr1 ITN2 Cmp Ibd M,TrItfPTOC2.DifAComp.phsB.cVal.mag.f
D129,Xfmr1 ITN2 Cmp Ibd A,TrItfPTOC2.DifAComp.phsB.cVal.ang.f
D12B,Xfmr1 ITN2 Cmp Icd M,TrItfPTOC2.DifAComp.phsC.cVal.mag.f
D12D,Xfmr1 ITN2 Cmp Icd A,TrItfPTOC2.DifAComp.phsC.cVal.ang.f
D12F,Xfmr1 ITN2 Coeff Ka M,TrItfPTOC2.KFact.phsA.cVal.mag.f
D131,Xfmr1 ITN2 Coeff Ka A,TrItfPTOC2.KFact.phsA.cVal.ang.f
D133,Xfmr1 ITN2 Coeff Kb M,TrItfPTOC2.KFact.phsB.cVal.mag.f
D135,Xfmr1 ITN2 Coeff Kb A,TrItfPTOC2.KFact.phsB.cVal.ang.f
D137,Xfmr1 ITN2 Coeff Kc M,TrItfPTOC2.KFact.phsC.cVal.mag.f
D139,Xfmr1 ITN2 Coeff Kc A,TrItfPTOC2.KFact.phsC.cVal.ang.f

// XFMR2 Intturn - Tranformer 2
D160,Xfmr2 ITN1 Raw Iad M,TrItf2PTOC1.DifARaw.phsA.cVal.mag.f
D162,Xfmr2 ITN1 Raw Iad A,TrItf2PTOC1.DifARaw.phsA.cVal.ang.f
D164,Xfmr2 ITN1 Raw Ibd M,TrItf2PTOC1.DifARaw.phsB.cVal.mag.f
D166,Xfmr2 ITN1 Raw Ibd A,TrItf2PTOC1.DifARaw.phsB.cVal.ang.f
D168,Xfmr2 ITN1 Raw Icd M,TrItf2PTOC1.DifARaw.phsC.cVal.mag.f
D16A,Xfmr2 ITN1 Raw Icd A,TrItf2PTOC1.DifARaw.phsC.cVal.ang.f
D148,Xfmr2 ITN1 Cmp Iad M,TrItf2PTOC1.DifAComp.phsA.cVal.mag.f
D14A,Xfmr2 ITN1 Cmp Iad A,TrItf2PTOC1.DifAComp.phsA.cVal.ang.f
D14C,Xfmr2 ITN1 Cmp Ibd M,TrItf2PTOC1.DifAComp.phsB.cVal.mag.f
D14E,Xfmr2 ITN1 Cmp Ibd A,TrItf2PTOC1.DifAComp.phsB.cVal.ang.f
D150,Xfmr2 ITN1 Cmp Icd M,TrItf2PTOC1.DifAComp.phsC.cVal.mag.f
D152,Xfmr2 ITN1 Cmp Icd A,TrItf2PTOC1.DifAComp.phsC.cVal.ang.f
D154,Xfmr2 ITN1 Coeff Ka M,TrItf2PTOC1.KFact.phsA.cVal.mag.f
D156,Xfmr2 ITN1 Coeff Ka A,TrItf2PTOC1.KFact.phsA.cVal.ang.f
D158,Xfmr2 ITN1 Coeff Kb M,TrItf2PTOC1.KFact.phsB.cVal.mag.f
D15A,Xfmr2 ITN1 Coeff Kb A,TrItf2PTOC1.KFact.phsB.cVal.ang.f
D15C,Xfmr2 ITN1 Coeff Kc M,TrItf2PTOC1.KFact.phsC.cVal.mag.f
D15E,Xfmr2 ITN1 Coeff Kc A,TrItf2PTOC1.KFact.phsC.cVal.ang.f

D222,MSOD 1 Frequency Oscillation Actual,OscDetMOSC1.HzOsc.mag.f
D223,MSOD 1 Magnitude Oscillation Actual,OscDetMOSC1.Osc.cVal.mag.f
D224,MSOD 1 Phase Oscillation Actual,OscDetMOSC1.Osc.cVal.ang.f
D225,MSOD 1 Damping Ratio Actual,OscDetMOSC1.Damp.mag.f
D226,MSOD 2 Frequency Oscillation Actual,OscDetMOSC2.HzOsc.mag.f
D227,MSOD 2 Magnitude Oscillation Actual,OscDetMOSC2.Osc.cVal.mag.f
D228,MSOD 2 Phase Oscillation Actual,OscDetMOSC2.Osc.cVal.ang.f
D229,MSOD 2 Damping Ratio Actual,OscDetMOSC2.Damp.mag.f
D22A,MSOD 3 Frequency Oscillation Actual,OscDetMOSC3.HzOsc.mag.f
